İL KAYIT NO,İLÇE KAYIT NO,BELDE/ KÖY KAYIT NO,MAHALLE KAYIT NO,İL ADI,İLÇE ADI,BELEDİYE ADI,MAHALLE ADI,MEDENİ DURUM,TOPLAM,ERKEK,KADIN,yıl,BELDE/KÖY ADI
6,1231,2431,1566,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KAZIM ÖZALP,BOŞANDI,274.0,106.0,168.0,2016,MERKEZ
6,1231,2431,1566,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KAZIM ÖZALP,EŞİ ÖLDÜ,181.0,23.0,158.0,2016,MERKEZ
6,1231,2431,1567,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KEKLİK PINARI,HİÇ EVLENMEDİ,2873.0,1549.0,1324.0,2016,MERKEZ
6,1231,2431,1567,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KEKLİK PINARI,EVLİ,7247.0,3633.0,3614.0,2016,MERKEZ
6,1231,2431,1567,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KEKLİK PINARI,BOŞANDI,663.0,234.0,429.0,2016,MERKEZ
6,1231,2431,1567,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KEKLİK PINARI,EŞİ ÖLDÜ,484.0,57.0,427.0,2016,MERKEZ
6,1231,2431,1568,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIRKKONAKLAR,HİÇ EVLENMEDİ,3509.0,1785.0,1724.0,2016,MERKEZ
6,1231,2431,1568,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIRKKONAKLAR,EVLİ,8622.0,4298.0,4324.0,2016,MERKEZ
6,1231,2431,1568,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIRKKONAKLAR,BOŞANDI,965.0,341.0,624.0,2016,MERKEZ
6,1231,2431,1568,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIRKKONAKLAR,EŞİ ÖLDÜ,724.0,97.0,627.0,2016,MERKEZ
6,1231,2431,1569,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILAY,HİÇ EVLENMEDİ,829.0,208.0,621.0,2016,MERKEZ
6,1231,2431,1569,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILAY,EVLİ,408.0,231.0,177.0,2016,MERKEZ
6,1231,2431,1569,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILAY,BOŞANDI,123.0,87.0,36.0,2016,MERKEZ
6,1231,2431,1569,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILAY,EŞİ ÖLDÜ,54.0,,,2016,MERKEZ
6,1231,2431,1570,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILIRMAK,HİÇ EVLENMEDİ,1444.0,726.0,718.0,2016,MERKEZ
6,1231,2431,1570,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILIRMAK,EVLİ,3342.0,1662.0,1680.0,2016,MERKEZ
6,1231,2431,1570,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILIRMAK,BOŞANDI,177.0,60.0,117.0,2016,MERKEZ
6,1231,2431,1570,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KIZILIRMAK,EŞİ ÖLDÜ,170.0,18.0,152.0,2016,MERKEZ
6,1231,2431,1571,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KOCATEPE,HİÇ EVLENMEDİ,171.0,108.0,63.0,2016,MERKEZ
6,1231,2431,1571,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KOCATEPE,EVLİ,259.0,138.0,121.0,2016,MERKEZ
6,1231,2431,1571,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KOCATEPE,BOŞANDI,86.0,55.0,31.0,2016,MERKEZ
6,1231,2431,1571,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KOCATEPE,EŞİ ÖLDÜ,49.0,,,2016,MERKEZ
6,1231,2431,1879,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KONUTKENT,HİÇ EVLENMEDİ,1646.0,809.0,837.0,2016,MERKEZ
6,1231,2431,1879,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KONUTKENT,EVLİ,4150.0,2051.0,2099.0,2016,MERKEZ
6,1231,2431,1879,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KONUTKENT,BOŞANDI,498.0,151.0,347.0,2016,MERKEZ
6,1231,2431,1879,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KONUTKENT,EŞİ ÖLDÜ,385.0,42.0,343.0,2016,MERKEZ
6,1231,2431,1572,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORKUTREİS,HİÇ EVLENMEDİ,537.0,143.0,394.0,2016,MERKEZ
6,1231,2431,1572,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORKUTREİS,EVLİ,369.0,204.0,165.0,2016,MERKEZ
6,1231,2431,1572,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORKUTREİS,BOŞANDI,108.0,82.0,26.0,2016,MERKEZ
6,1231,2431,1572,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORKUTREİS,EŞİ ÖLDÜ,44.0,,,2016,MERKEZ
6,1231,2431,1880,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORU,HİÇ EVLENMEDİ,2897.0,1345.0,1552.0,2016,MERKEZ
6,1231,2431,1880,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORU,EVLİ,8031.0,3966.0,4065.0,2016,MERKEZ
6,1231,2431,1880,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORU,BOŞANDI,882.0,272.0,610.0,2016,MERKEZ
6,1231,2431,1880,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KORU,EŞİ ÖLDÜ,698.0,97.0,601.0,2016,MERKEZ
6,1231,2431,1990,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÖMÜRCÜ,HİÇ EVLENMEDİ,19.0,,,2016,MERKEZ
6,1231,2431,1990,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÖMÜRCÜ,EVLİ,62.0,33.0,29.0,2016,MERKEZ
6,1231,2431,1990,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÖMÜRCÜ,BOŞANDI,,,,2016,MERKEZ
6,1231,2431,1990,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÖMÜRCÜ,EŞİ ÖLDÜ,,,,2016,MERKEZ
6,1231,2431,1574,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜLTÜR,HİÇ EVLENMEDİ,1760.0,760.0,1000.0,2016,MERKEZ
6,1231,2431,1574,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜLTÜR,EVLİ,1363.0,687.0,676.0,2016,MERKEZ
6,1231,2431,1574,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜLTÜR,BOŞANDI,333.0,136.0,197.0,2016,MERKEZ
6,1231,2431,1574,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜLTÜR,EŞİ ÖLDÜ,271.0,23.0,248.0,2016,MERKEZ
6,1231,2431,1573,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜÇÜKESAT,HİÇ EVLENMEDİ,685.0,342.0,343.0,2016,MERKEZ
6,1231,2431,1573,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜÇÜKESAT,EVLİ,1222.0,609.0,613.0,2016,MERKEZ
6,1231,2431,1573,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜÇÜKESAT,BOŞANDI,269.0,92.0,177.0,2016,MERKEZ
6,1231,2431,1573,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,KÜÇÜKESAT,EŞİ ÖLDÜ,255.0,18.0,237.0,2016,MERKEZ
6,1231,2431,1575,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALAZGİRT,HİÇ EVLENMEDİ,1291.0,686.0,605.0,2016,MERKEZ
6,1231,2431,1575,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALAZGİRT,EVLİ,2953.0,1486.0,1467.0,2016,MERKEZ
6,1231,2431,1575,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALAZGİRT,BOŞANDI,265.0,101.0,164.0,2016,MERKEZ
6,1231,2431,1575,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALAZGİRT,EŞİ ÖLDÜ,207.0,21.0,186.0,2016,MERKEZ
6,1231,2431,1576,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALTEPE,HİÇ EVLENMEDİ,2803.0,1713.0,1090.0,2016,MERKEZ
6,1231,2431,1576,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALTEPE,EVLİ,3811.0,1890.0,1921.0,2016,MERKEZ
6,1231,2431,1576,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALTEPE,BOŞANDI,664.0,228.0,436.0,2016,MERKEZ
6,1231,2431,1576,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MALTEPE,EŞİ ÖLDÜ,581.0,56.0,525.0,2016,MERKEZ
6,1231,2431,1577,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEBUSEVLERİ,HİÇ EVLENMEDİ,1751.0,997.0,754.0,2016,MERKEZ
6,1231,2431,1577,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEBUSEVLERİ,EVLİ,1747.0,881.0,866.0,2016,MERKEZ
6,1231,2431,1577,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEBUSEVLERİ,BOŞANDI,228.0,78.0,150.0,2016,MERKEZ
6,1231,2431,1577,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEBUSEVLERİ,EŞİ ÖLDÜ,242.0,20.0,222.0,2016,MERKEZ
6,1231,2431,1579,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN AKKUŞ,HİÇ EVLENMEDİ,674.0,387.0,287.0,2016,MERKEZ
6,1231,2431,1579,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN AKKUŞ,EVLİ,1517.0,756.0,761.0,2016,MERKEZ
6,1231,2431,1579,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN AKKUŞ,BOŞANDI,199.0,77.0,122.0,2016,MERKEZ
6,1231,2431,1579,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN AKKUŞ,EŞİ ÖLDÜ,152.0,25.0,127.0,2016,MERKEZ
6,1231,2431,1580,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN OKTAY,HİÇ EVLENMEDİ,1069.0,598.0,471.0,2016,MERKEZ
6,1231,2431,1580,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN OKTAY,EVLİ,2326.0,1164.0,1162.0,2016,MERKEZ
6,1231,2431,1580,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN OKTAY,BOŞANDI,271.0,116.0,155.0,2016,MERKEZ
6,1231,2431,1580,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,METİN OKTAY,EŞİ ÖLDÜ,214.0,27.0,187.0,2016,MERKEZ
6,1231,2431,1578,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEŞRUTİYET,HİÇ EVLENMEDİ,487.0,65.0,422.0,2016,MERKEZ
6,1231,2431,1578,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEŞRUTİYET,EVLİ,208.0,110.0,98.0,2016,MERKEZ
6,1231,2431,1578,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEŞRUTİYET,BOŞANDI,61.0,35.0,26.0,2016,MERKEZ
6,1231,2431,1578,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MEŞRUTİYET,EŞİ ÖLDÜ,29.0,,,2016,MERKEZ
6,1231,2431,1582,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUHSİN ERTUĞRUL,HİÇ EVLENMEDİ,929.0,462.0,467.0,2016,MERKEZ
6,1231,2431,1582,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUHSİN ERTUĞRUL,EVLİ,1480.0,745.0,735.0,2016,MERKEZ
6,1231,2431,1582,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUHSİN ERTUĞRUL,BOŞANDI,332.0,115.0,217.0,2016,MERKEZ
6,1231,2431,1582,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUHSİN ERTUĞRUL,EŞİ ÖLDÜ,285.0,26.0,259.0,2016,MERKEZ
6,1231,2431,1583,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MURAT,HİÇ EVLENMEDİ,915.0,486.0,429.0,2016,MERKEZ
6,1231,2431,1583,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MURAT,EVLİ,1704.0,854.0,850.0,2016,MERKEZ
6,1231,2431,1583,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MURAT,BOŞANDI,332.0,117.0,215.0,2016,MERKEZ
6,1231,2431,1583,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MURAT,EŞİ ÖLDÜ,194.0,24.0,170.0,2016,MERKEZ
6,1231,2431,1584,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUSTAFA KEMAL,HİÇ EVLENMEDİ,1791.0,904.0,887.0,2016,MERKEZ
6,1231,2431,1584,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUSTAFA KEMAL,EVLİ,3655.0,1824.0,1831.0,2016,MERKEZ
6,1231,2431,1584,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUSTAFA KEMAL,BOŞANDI,295.0,104.0,191.0,2016,MERKEZ
6,1231,2431,1584,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUSTAFA KEMAL,EŞİ ÖLDÜ,211.0,29.0,182.0,2016,MERKEZ
6,1231,2431,1537,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUTLUKENT,HİÇ EVLENMEDİ,3414.0,1671.0,1743.0,2016,MERKEZ
6,1231,2431,1537,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUTLUKENT,EVLİ,9468.0,4610.0,4858.0,2016,MERKEZ
6,1231,2431,1537,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUTLUKENT,BOŞANDI,847.0,249.0,598.0,2016,MERKEZ
6,1231,2431,1537,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MUTLUKENT,EŞİ ÖLDÜ,741.0,86.0,655.0,2016,MERKEZ
6,1231,2431,1585,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MÜRSEL ULUÇ,HİÇ EVLENMEDİ,3891.0,2139.0,1752.0,2016,MERKEZ
6,1231,2431,1585,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MÜRSEL ULUÇ,EVLİ,9451.0,4770.0,4681.0,2016,MERKEZ
6,1231,2431,1585,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MÜRSEL ULUÇ,BOŞANDI,835.0,335.0,500.0,2016,MERKEZ
6,1231,2431,1585,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MÜRSEL ULUÇ,EŞİ ÖLDÜ,665.0,93.0,572.0,2016,MERKEZ
6,1231,2431,1581,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MİMAR SİNAN,HİÇ EVLENMEDİ,735.0,423.0,312.0,2016,MERKEZ
6,1231,2431,1581,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MİMAR SİNAN,EVLİ,1600.0,804.0,796.0,2016,MERKEZ
6,1231,2431,1581,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MİMAR SİNAN,BOŞANDI,198.0,96.0,102.0,2016,MERKEZ
6,1231,2431,1581,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,MİMAR SİNAN,EŞİ ÖLDÜ,135.0,26.0,109.0,2016,MERKEZ
6,1231,2431,1586,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NACİ ÇAKIR,HİÇ EVLENMEDİ,2240.0,1228.0,1012.0,2016,MERKEZ
6,1231,2431,1586,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NACİ ÇAKIR,EVLİ,4978.0,2470.0,2508.0,2016,MERKEZ
6,1231,2431,1586,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NACİ ÇAKIR,BOŞANDI,521.0,179.0,342.0,2016,MERKEZ
6,1231,2431,1586,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NACİ ÇAKIR,EŞİ ÖLDÜ,464.0,65.0,399.0,2016,MERKEZ
6,1231,2431,1587,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NAMIK KEMAL,HİÇ EVLENMEDİ,22.0,,,2016,MERKEZ
6,1231,2431,1587,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NAMIK KEMAL,EVLİ,64.0,31.0,33.0,2016,MERKEZ
6,1231,2431,1587,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NAMIK KEMAL,BOŞANDI,15.0,,,2016,MERKEZ
6,1231,2431,1587,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NAMIK KEMAL,EŞİ ÖLDÜ,,,,2016,MERKEZ
6,1231,2431,1588,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NASUH AKAR,HİÇ EVLENMEDİ,1045.0,541.0,504.0,2016,MERKEZ
6,1231,2431,1588,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NASUH AKAR,EVLİ,1788.0,900.0,888.0,2016,MERKEZ
6,1231,2431,1588,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NASUH AKAR,BOŞANDI,191.0,62.0,129.0,2016,MERKEZ
6,1231,2431,1588,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,NASUH AKAR,EŞİ ÖLDÜ,246.0,33.0,213.0,2016,MERKEZ
6,1231,2431,1590,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORAN,HİÇ EVLENMEDİ,2391.0,1182.0,1209.0,2016,MERKEZ
6,1231,2431,1590,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORAN,EVLİ,5939.0,2922.0,3017.0,2016,MERKEZ
6,1231,2431,1590,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORAN,BOŞANDI,715.0,224.0,491.0,2016,MERKEZ
6,1231,2431,1590,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORAN,EŞİ ÖLDÜ,492.0,73.0,419.0,2016,MERKEZ
6,1231,2431,1591,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORTA İMRAHOR,HİÇ EVLENMEDİ,71.0,36.0,35.0,2016,MERKEZ
6,1231,2431,1591,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORTA İMRAHOR,EVLİ,145.0,76.0,69.0,2016,MERKEZ
6,1231,2431,1591,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORTA İMRAHOR,BOŞANDI,,,,2016,MERKEZ
6,1231,2431,1591,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ORTA İMRAHOR,EŞİ ÖLDÜ,22.0,,,2016,MERKEZ
6,1231,2431,1593,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OSMAN TEMİZ,HİÇ EVLENMEDİ,2300.0,1177.0,1123.0,2016,MERKEZ
6,1231,2431,1593,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OSMAN TEMİZ,EVLİ,5139.0,2522.0,2617.0,2016,MERKEZ
6,1231,2431,1593,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OSMAN TEMİZ,BOŞANDI,608.0,193.0,415.0,2016,MERKEZ
6,1231,2431,1593,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OSMAN TEMİZ,EŞİ ÖLDÜ,436.0,51.0,385.0,2016,MERKEZ
6,1231,2431,1589,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OĞUZLAR,HİÇ EVLENMEDİ,1913.0,1078.0,835.0,2016,MERKEZ
6,1231,2431,1589,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OĞUZLAR,EVLİ,3574.0,1800.0,1774.0,2016,MERKEZ
6,1231,2431,1589,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OĞUZLAR,BOŞANDI,314.0,116.0,198.0,2016,MERKEZ
6,1231,2431,1589,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,OĞUZLAR,EŞİ ÖLDÜ,361.0,45.0,316.0,2016,MERKEZ
6,1231,2431,1886,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,PROF. DR. AHMET TANER KIŞLALI,HİÇ EVLENMEDİ,4181.0,2105.0,2076.0,2016,MERKEZ
6,1231,2431,1886,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,PROF. DR. AHMET TANER KIŞLALI,EVLİ,10445.0,5169.0,5276.0,2016,MERKEZ
6,1231,2431,1886,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,PROF. DR. AHMET TANER KIŞLALI,BOŞANDI,1143.0,335.0,808.0,2016,MERKEZ
6,1231,2431,1886,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,PROF. DR. AHMET TANER KIŞLALI,EŞİ ÖLDÜ,909.0,96.0,813.0,2016,MERKEZ
6,1231,2431,1596,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,REMZİ OĞUZ ARIK,HİÇ EVLENMEDİ,1524.0,590.0,934.0,2016,MERKEZ
6,1231,2431,1596,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,REMZİ OĞUZ ARIK,EVLİ,2331.0,1159.0,1172.0,2016,MERKEZ
6,1231,2431,1596,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,REMZİ OĞUZ ARIK,BOŞANDI,523.0,166.0,357.0,2016,MERKEZ
6,1231,2431,1596,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,REMZİ OĞUZ ARIK,EŞİ ÖLDÜ,433.0,55.0,378.0,2016,MERKEZ
6,1231,2431,1621,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SANCAK,HİÇ EVLENMEDİ,2499.0,1232.0,1267.0,2016,MERKEZ
6,1231,2431,1621,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SANCAK,EVLİ,5486.0,2713.0,2773.0,2016,MERKEZ
6,1231,2431,1621,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SANCAK,BOŞANDI,656.0,203.0,453.0,2016,MERKEZ
6,1231,2431,1621,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SANCAK,EŞİ ÖLDÜ,519.0,58.0,461.0,2016,MERKEZ
6,1231,2431,1597,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SAĞLIK,HİÇ EVLENMEDİ,308.0,240.0,68.0,2016,MERKEZ
6,1231,2431,1597,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SAĞLIK,EVLİ,192.0,113.0,79.0,2016,MERKEZ
6,1231,2431,1597,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SAĞLIK,BOŞANDI,78.0,49.0,29.0,2016,MERKEZ
6,1231,2431,1597,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SAĞLIK,EŞİ ÖLDÜ,31.0,,,2016,MERKEZ
6,1231,2431,1599,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SEYRANBAĞLARI,HİÇ EVLENMEDİ,1946.0,1049.0,897.0,2016,MERKEZ
6,1231,2431,1599,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SEYRANBAĞLARI,EVLİ,3038.0,1543.0,1495.0,2016,MERKEZ
6,1231,2431,1599,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SEYRANBAĞLARI,BOŞANDI,543.0,227.0,316.0,2016,MERKEZ
6,1231,2431,1599,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SEYRANBAĞLARI,EŞİ ÖLDÜ,462.0,41.0,421.0,2016,MERKEZ
6,1231,2431,1600,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SOKULLU MEHMET PAŞA,HİÇ EVLENMEDİ,2232.0,1170.0,1062.0,2016,MERKEZ
6,1231,2431,1600,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SOKULLU MEHMET PAŞA,EVLİ,4371.0,2190.0,2181.0,2016,MERKEZ
6,1231,2431,1600,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SOKULLU MEHMET PAŞA,BOŞANDI,519.0,157.0,362.0,2016,MERKEZ
6,1231,2431,1600,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SOKULLU MEHMET PAŞA,EŞİ ÖLDÜ,425.0,50.0,375.0,2016,MERKEZ
6,1231,2431,1601,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SÖĞÜTÖZÜ,HİÇ EVLENMEDİ,2830.0,2485.0,345.0,2016,MERKEZ
6,1231,2431,1601,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SÖĞÜTÖZÜ,EVLİ,1717.0,852.0,865.0,2016,MERKEZ
6,1231,2431,1601,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SÖĞÜTÖZÜ,BOŞANDI,129.0,41.0,88.0,2016,MERKEZ
6,1231,2431,1601,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,SÖĞÜTÖZÜ,EŞİ ÖLDÜ,104.0,,,2016,MERKEZ
6,1231,2431,1604,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TINAZTEPE,HİÇ EVLENMEDİ,1831.0,972.0,859.0,2016,MERKEZ
6,1231,2431,1604,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TINAZTEPE,EVLİ,2412.0,1204.0,1208.0,2016,MERKEZ
6,1231,2431,1604,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TINAZTEPE,BOŞANDI,557.0,212.0,345.0,2016,MERKEZ
6,1231,2431,1604,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TINAZTEPE,EŞİ ÖLDÜ,421.0,37.0,384.0,2016,MERKEZ
6,1231,2431,1991,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TOHUMLAR,HİÇ EVLENMEDİ,21.0,,,2016,MERKEZ
6,1231,2431,1991,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TOHUMLAR,EVLİ,96.0,49.0,47.0,2016,MERKEZ
6,1231,2431,1991,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TOHUMLAR,BOŞANDI,,,,2016,MERKEZ
6,1231,2431,1991,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,TOHUMLAR,EŞİ ÖLDÜ,27.0,,,2016,MERKEZ
