İL KAYIT NO,İLÇE KAYIT NO,BELDE/ KÖY KAYIT NO,MAHALLE KAYIT NO,İL ADI,İLÇE ADI,BELEDİYE ADI,MAHALLE ADI,MEDENİ DURUM,TOPLAM,ERKEK,KADIN,yıl,BELDE/KÖY ADI
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,HİÇ EVLENMEDİ,819.0,522.0,297.0,2017,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,EVLİ,2491.0,1258.0,1233.0,2017,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,BOŞANDI,228.0,101.0,127.0,2017,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,EŞİ ÖLDÜ,133.0,18.0,115.0,2017,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,HİÇ EVLENMEDİ,3846.0,2289.0,1557.0,2017,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,EVLİ,10234.0,5063.0,5171.0,2017,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,BOŞANDI,496.0,242.0,254.0,2017,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,EŞİ ÖLDÜ,709.0,118.0,591.0,2017,MERKEZ
6,1130,2429,1451,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAĞLARİÇİ,HİÇ EVLENMEDİ,297.0,182.0,115.0,2017,MERKEZ
6,1130,2429,1451,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAĞLARİÇİ,EVLİ,914.0,458.0,456.0,2017,MERKEZ
6,1130,2429,1451,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAĞLARİÇİ,BOŞANDI,68.0,39.0,29.0,2017,MERKEZ
6,1130,2429,1451,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAĞLARİÇİ,EŞİ ÖLDÜ,86.0,17.0,69.0,2017,MERKEZ
6,1130,2429,1453,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAŞPINAR,HİÇ EVLENMEDİ,1894.0,1142.0,752.0,2017,MERKEZ
6,1130,2429,1453,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAŞPINAR,EVLİ,5088.0,2578.0,2510.0,2017,MERKEZ
6,1130,2429,1453,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAŞPINAR,BOŞANDI,327.0,166.0,161.0,2017,MERKEZ
6,1130,2429,1453,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BAŞPINAR,EŞİ ÖLDÜ,424.0,54.0,370.0,2017,MERKEZ
6,1130,2429,1455,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BEŞİKKAYA,HİÇ EVLENMEDİ,5706.0,3343.0,2363.0,2017,MERKEZ
6,1130,2429,1455,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BEŞİKKAYA,EVLİ,16901.0,8383.0,8518.0,2017,MERKEZ
6,1130,2429,1455,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BEŞİKKAYA,BOŞANDI,727.0,281.0,446.0,2017,MERKEZ
6,1130,2429,1455,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BEŞİKKAYA,EŞİ ÖLDÜ,889.0,114.0,775.0,2017,MERKEZ
6,1130,2429,1462,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞANTEPE,HİÇ EVLENMEDİ,1898.0,1100.0,798.0,2017,MERKEZ
6,1130,2429,1462,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞANTEPE,EVLİ,4962.0,2482.0,2480.0,2017,MERKEZ
6,1130,2429,1462,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞANTEPE,BOŞANDI,366.0,200.0,166.0,2017,MERKEZ
6,1130,2429,1462,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞANTEPE,EŞİ ÖLDÜ,384.0,48.0,336.0,2017,MERKEZ
6,1130,2429,1463,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞU,HİÇ EVLENMEDİ,978.0,610.0,368.0,2017,MERKEZ
6,1130,2429,1463,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞU,EVLİ,2491.0,1252.0,1239.0,2017,MERKEZ
6,1130,2429,1463,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞU,BOŞANDI,184.0,106.0,78.0,2017,MERKEZ
6,1130,2429,1463,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,DOĞU,EŞİ ÖLDÜ,238.0,32.0,206.0,2017,MERKEZ
6,1130,2429,1468,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,FERİDUN ÇELİK,HİÇ EVLENMEDİ,1246.0,738.0,508.0,2017,MERKEZ
6,1130,2429,1468,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,FERİDUN ÇELİK,EVLİ,3436.0,1720.0,1716.0,2017,MERKEZ
6,1130,2429,1468,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,FERİDUN ÇELİK,BOŞANDI,214.0,122.0,92.0,2017,MERKEZ
6,1130,2429,1468,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,FERİDUN ÇELİK,EŞİ ÖLDÜ,250.0,43.0,207.0,2017,MERKEZ
6,1130,2429,1470,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLPINAR,HİÇ EVLENMEDİ,2867.0,1626.0,1241.0,2017,MERKEZ
6,1130,2429,1470,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLPINAR,EVLİ,8429.0,4174.0,4255.0,2017,MERKEZ
6,1130,2429,1470,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLPINAR,BOŞANDI,409.0,158.0,251.0,2017,MERKEZ
6,1130,2429,1470,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLPINAR,EŞİ ÖLDÜ,528.0,68.0,460.0,2017,MERKEZ
6,1130,2429,1471,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLTEPE,HİÇ EVLENMEDİ,1649.0,918.0,731.0,2017,MERKEZ
6,1130,2429,1471,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLTEPE,EVLİ,3935.0,1938.0,1997.0,2017,MERKEZ
6,1130,2429,1471,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLTEPE,BOŞANDI,445.0,219.0,226.0,2017,MERKEZ
6,1130,2429,1471,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜLTEPE,EŞİ ÖLDÜ,341.0,38.0,303.0,2017,MERKEZ
6,1130,2429,1473,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜNEŞEVLER,HİÇ EVLENMEDİ,2842.0,1568.0,1274.0,2017,MERKEZ
6,1130,2429,1473,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜNEŞEVLER,EVLİ,7782.0,3852.0,3930.0,2017,MERKEZ
6,1130,2429,1473,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜNEŞEVLER,BOŞANDI,428.0,171.0,257.0,2017,MERKEZ
6,1130,2429,1473,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GÜNEŞEVLER,EŞİ ÖLDÜ,548.0,78.0,470.0,2017,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GİCİK,HİÇ EVLENMEDİ,34.0,,,2017,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GİCİK,EVLİ,101.0,53.0,48.0,2017,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GİCİK,BOŞANDI,16.0,,,2017,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,GİCİK,EŞİ ÖLDÜ,47.0,,,2017,MERKEZ
6,1130,2429,1472,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACETTEPE,HİÇ EVLENMEDİ,2176.0,941.0,1235.0,2017,MERKEZ
6,1130,2429,1472,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACETTEPE,EVLİ,823.0,406.0,417.0,2017,MERKEZ
6,1130,2429,1472,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACETTEPE,BOŞANDI,122.0,56.0,66.0,2017,MERKEZ
6,1130,2429,1472,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACETTEPE,EŞİ ÖLDÜ,91.0,,,2017,MERKEZ
6,1130,2429,1506,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACI BAYRAM,HİÇ EVLENMEDİ,1019.0,942.0,77.0,2017,MERKEZ
6,1130,2429,1506,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACI BAYRAM,EVLİ,377.0,211.0,166.0,2017,MERKEZ
6,1130,2429,1506,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACI BAYRAM,BOŞANDI,218.0,158.0,60.0,2017,MERKEZ
6,1130,2429,1506,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,HACI BAYRAM,EŞİ ÖLDÜ,39.0,,,2017,MERKEZ
6,1130,2429,1476,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KALE,HİÇ EVLENMEDİ,1354.0,874.0,480.0,2017,MERKEZ
6,1130,2429,1476,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KALE,EVLİ,2291.0,1171.0,1120.0,2017,MERKEZ
6,1130,2429,1476,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KALE,BOŞANDI,480.0,308.0,172.0,2017,MERKEZ
6,1130,2429,1476,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KALE,EŞİ ÖLDÜ,298.0,47.0,251.0,2017,MERKEZ
6,1130,2429,1502,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARACAÖREN,HİÇ EVLENMEDİ,1632.0,1011.0,621.0,2017,MERKEZ
6,1130,2429,1502,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARACAÖREN,EVLİ,4811.0,2393.0,2418.0,2017,MERKEZ
6,1130,2429,1502,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARACAÖREN,BOŞANDI,265.0,126.0,139.0,2017,MERKEZ
6,1130,2429,1502,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARACAÖREN,EŞİ ÖLDÜ,284.0,37.0,247.0,2017,MERKEZ
6,1130,2429,1478,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARAPÜRÇEK,HİÇ EVLENMEDİ,12439.0,7401.0,5038.0,2017,MERKEZ
6,1130,2429,1478,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARAPÜRÇEK,EVLİ,38836.0,19245.0,19591.0,2017,MERKEZ
6,1130,2429,1478,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARAPÜRÇEK,BOŞANDI,1383.0,537.0,846.0,2017,MERKEZ
6,1130,2429,1478,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KARAPÜRÇEK,EŞİ ÖLDÜ,1899.0,248.0,1651.0,2017,MERKEZ
6,1130,2429,1503,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KAVAKLI,HİÇ EVLENMEDİ,159.0,99.0,60.0,2017,MERKEZ
6,1130,2429,1503,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KAVAKLI,EVLİ,525.0,267.0,258.0,2017,MERKEZ
6,1130,2429,1503,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KAVAKLI,BOŞANDI,,,,2017,MERKEZ
6,1130,2429,1503,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,KAVAKLI,EŞİ ÖLDÜ,43.0,,,2017,MERKEZ
6,1130,2429,1504,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PEÇENEK,HİÇ EVLENMEDİ,86.0,54.0,32.0,2017,MERKEZ
6,1130,2429,1504,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PEÇENEK,EVLİ,315.0,161.0,154.0,2017,MERKEZ
6,1130,2429,1504,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PEÇENEK,BOŞANDI,,,,2017,MERKEZ
6,1130,2429,1504,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PEÇENEK,EŞİ ÖLDÜ,33.0,,,2017,MERKEZ
6,1130,2429,1486,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PLEVNE,HİÇ EVLENMEDİ,1955.0,1126.0,829.0,2017,MERKEZ
6,1130,2429,1486,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PLEVNE,EVLİ,4288.0,2122.0,2166.0,2017,MERKEZ
6,1130,2429,1486,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PLEVNE,BOŞANDI,436.0,213.0,223.0,2017,MERKEZ
6,1130,2429,1486,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,PLEVNE,EŞİ ÖLDÜ,409.0,69.0,340.0,2017,MERKEZ
6,1130,2429,1487,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SAKARYA,HİÇ EVLENMEDİ,1623.0,1169.0,454.0,2017,MERKEZ
6,1130,2429,1487,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SAKARYA,EVLİ,2153.0,1098.0,1055.0,2017,MERKEZ
6,1130,2429,1487,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SAKARYA,BOŞANDI,326.0,173.0,153.0,2017,MERKEZ
6,1130,2429,1487,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SAKARYA,EŞİ ÖLDÜ,220.0,22.0,198.0,2017,MERKEZ
6,1130,2429,1499,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SOLFASOL,HİÇ EVLENMEDİ,223.0,137.0,86.0,2017,MERKEZ
6,1130,2429,1499,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SOLFASOL,EVLİ,580.0,296.0,284.0,2017,MERKEZ
6,1130,2429,1499,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SOLFASOL,BOŞANDI,56.0,37.0,19.0,2017,MERKEZ
6,1130,2429,1499,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,SOLFASOL,EŞİ ÖLDÜ,67.0,15.0,52.0,2017,MERKEZ
6,1130,2429,1505,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,TATLAR,HİÇ EVLENMEDİ,51.0,30.0,21.0,2017,MERKEZ
6,1130,2429,1505,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,TATLAR,EVLİ,133.0,66.0,67.0,2017,MERKEZ
6,1130,2429,1505,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,TATLAR,BOŞANDI,,,,2017,MERKEZ
6,1130,2429,1505,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,TATLAR,EŞİ ÖLDÜ,,,,2017,MERKEZ
6,1130,2429,1492,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ULUBEY,HİÇ EVLENMEDİ,1232.0,701.0,531.0,2017,MERKEZ
6,1130,2429,1492,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ULUBEY,EVLİ,2694.0,1373.0,1321.0,2017,MERKEZ
6,1130,2429,1492,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ULUBEY,BOŞANDI,337.0,207.0,130.0,2017,MERKEZ
6,1130,2429,1492,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ULUBEY,EŞİ ÖLDÜ,316.0,45.0,271.0,2017,MERKEZ
6,1130,2429,1494,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIRIM BEYAZIT,HİÇ EVLENMEDİ,238.0,152.0,86.0,2017,MERKEZ
6,1130,2429,1494,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIRIM BEYAZIT,EVLİ,410.0,219.0,191.0,2017,MERKEZ
6,1130,2429,1494,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIRIM BEYAZIT,BOŞANDI,104.0,69.0,35.0,2017,MERKEZ
6,1130,2429,1494,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIRIM BEYAZIT,EŞİ ÖLDÜ,63.0,,,2017,MERKEZ
6,1130,2429,1495,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIZTEPE,HİÇ EVLENMEDİ,1859.0,1073.0,786.0,2017,MERKEZ
6,1130,2429,1495,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIZTEPE,EVLİ,5081.0,2537.0,2544.0,2017,MERKEZ
6,1130,2429,1495,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIZTEPE,BOŞANDI,314.0,145.0,169.0,2017,MERKEZ
6,1130,2429,1495,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,YILDIZTEPE,EŞİ ÖLDÜ,413.0,68.0,345.0,2017,MERKEZ
6,1130,2429,1498,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZÜBEYDE HANIM,HİÇ EVLENMEDİ,3752.0,2872.0,880.0,2017,MERKEZ
6,1130,2429,1498,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZÜBEYDE HANIM,EVLİ,5056.0,2536.0,2520.0,2017,MERKEZ
6,1130,2429,1498,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZÜBEYDE HANIM,BOŞANDI,429.0,225.0,204.0,2017,MERKEZ
6,1130,2429,1498,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZÜBEYDE HANIM,EŞİ ÖLDÜ,469.0,66.0,403.0,2017,MERKEZ
6,1130,2429,1497,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZİRAAT,HİÇ EVLENMEDİ,3166.0,1151.0,2015.0,2017,MERKEZ
6,1130,2429,1497,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZİRAAT,EVLİ,3345.0,1672.0,1673.0,2017,MERKEZ
6,1130,2429,1497,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZİRAAT,BOŞANDI,412.0,172.0,240.0,2017,MERKEZ
6,1130,2429,1497,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ZİRAAT,EŞİ ÖLDÜ,329.0,41.0,288.0,2017,MERKEZ
6,1130,2429,1458,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÇAMLIK,HİÇ EVLENMEDİ,2520.0,1442.0,1078.0,2017,MERKEZ
6,1130,2429,1458,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÇAMLIK,EVLİ,7525.0,3732.0,3793.0,2017,MERKEZ
6,1130,2429,1458,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÇAMLIK,BOŞANDI,326.0,123.0,203.0,2017,MERKEZ
6,1130,2429,1458,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÇAMLIK,EŞİ ÖLDÜ,470.0,59.0,411.0,2017,MERKEZ
6,1130,2429,1483,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖNDER,HİÇ EVLENMEDİ,576.0,350.0,226.0,2017,MERKEZ
6,1130,2429,1483,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖNDER,EVLİ,1313.0,669.0,644.0,2017,MERKEZ
6,1130,2429,1483,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖNDER,BOŞANDI,161.0,105.0,56.0,2017,MERKEZ
6,1130,2429,1483,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖNDER,EŞİ ÖLDÜ,146.0,21.0,125.0,2017,MERKEZ
6,1130,2429,1484,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖRNEK,HİÇ EVLENMEDİ,2823.0,1609.0,1214.0,2017,MERKEZ
6,1130,2429,1484,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖRNEK,EVLİ,5577.0,2793.0,2784.0,2017,MERKEZ
6,1130,2429,1484,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖRNEK,BOŞANDI,1126.0,540.0,586.0,2017,MERKEZ
6,1130,2429,1484,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ÖRNEK,EŞİ ÖLDÜ,942.0,119.0,823.0,2017,MERKEZ
6,1231,2431,1614,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,100.YIL,HİÇ EVLENMEDİ,1287.0,609.0,678.0,2017,MERKEZ
6,1231,2431,1614,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,100.YIL,EVLİ,2438.0,1202.0,1236.0,2017,MERKEZ
6,1231,2431,1614,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,100.YIL,BOŞANDI,583.0,208.0,375.0,2017,MERKEZ
6,1231,2431,1614,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,100.YIL,EŞİ ÖLDÜ,366.0,37.0,329.0,2017,MERKEZ
6,1231,2431,1615,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,50.YIL,HİÇ EVLENMEDİ,162.0,111.0,51.0,2017,MERKEZ
6,1231,2431,1615,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,50.YIL,EVLİ,250.0,126.0,124.0,2017,MERKEZ
6,1231,2431,1615,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,50.YIL,BOŞANDI,67.0,48.0,19.0,2017,MERKEZ
6,1231,2431,1615,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,50.YIL,EŞİ ÖLDÜ,44.0,,,2017,MERKEZ
6,1231,2431,1619,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AHLATLIBEL,HİÇ EVLENMEDİ,4718.0,4260.0,458.0,2017,MERKEZ
6,1231,2431,1619,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AHLATLIBEL,EVLİ,2150.0,1308.0,842.0,2017,MERKEZ
6,1231,2431,1619,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AHLATLIBEL,BOŞANDI,100.0,49.0,51.0,2017,MERKEZ
6,1231,2431,1619,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AHLATLIBEL,EŞİ ÖLDÜ,29.0,,,2017,MERKEZ
6,1231,2431,1513,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AKPINAR,HİÇ EVLENMEDİ,2343.0,1258.0,1085.0,2017,MERKEZ
6,1231,2431,1513,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AKPINAR,EVLİ,6495.0,3219.0,3276.0,2017,MERKEZ
6,1231,2431,1513,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AKPINAR,BOŞANDI,546.0,202.0,344.0,2017,MERKEZ
6,1231,2431,1513,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AKPINAR,EŞİ ÖLDÜ,329.0,33.0,296.0,2017,MERKEZ
6,1231,2431,1899,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ALACAATLI,HİÇ EVLENMEDİ,4338.0,2218.0,2120.0,2017,MERKEZ
6,1231,2431,1899,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ALACAATLI,EVLİ,13855.0,6853.0,7002.0,2017,MERKEZ
6,1231,2431,1899,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ALACAATLI,BOŞANDI,948.0,303.0,645.0,2017,MERKEZ
6,1231,2431,1899,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ALACAATLI,EŞİ ÖLDÜ,554.0,73.0,481.0,2017,MERKEZ
6,1231,2431,1514,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ANITTEPE,HİÇ EVLENMEDİ,1849.0,558.0,1291.0,2017,MERKEZ
6,1231,2431,1514,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ANITTEPE,EVLİ,1852.0,889.0,963.0,2017,MERKEZ
6,1231,2431,1514,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ANITTEPE,BOŞANDI,295.0,105.0,190.0,2017,MERKEZ
6,1231,2431,1514,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ANITTEPE,EŞİ ÖLDÜ,278.0,30.0,248.0,2017,MERKEZ
6,1231,2431,1515,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ARKA TOPRAKLIK,HİÇ EVLENMEDİ,770.0,454.0,316.0,2017,MERKEZ
6,1231,2431,1515,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ARKA TOPRAKLIK,EVLİ,1126.0,560.0,566.0,2017,MERKEZ
6,1231,2431,1515,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ARKA TOPRAKLIK,BOŞANDI,152.0,59.0,93.0,2017,MERKEZ
6,1231,2431,1515,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ARKA TOPRAKLIK,EŞİ ÖLDÜ,140.0,15.0,125.0,2017,MERKEZ
6,1231,2431,1520,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ATA,HİÇ EVLENMEDİ,2515.0,1289.0,1226.0,2017,MERKEZ
6,1231,2431,1520,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ATA,EVLİ,6277.0,3121.0,3156.0,2017,MERKEZ
6,1231,2431,1520,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ATA,BOŞANDI,467.0,158.0,309.0,2017,MERKEZ
6,1231,2431,1520,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ATA,EŞİ ÖLDÜ,454.0,48.0,406.0,2017,MERKEZ
6,1231,2431,1521,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AYDINLAR,HİÇ EVLENMEDİ,1492.0,778.0,714.0,2017,MERKEZ
6,1231,2431,1521,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,AYDINLAR,EVLİ,2943.0,1449.0,1494.0,2017,MERKEZ
